BASE_ENTREGA,CIDADE,BAIRRO,TIPO_VEICULO,VALOR
CD SMT 001,SÃO MATEUS,BAIRRO INEXISTENTE,MOTO,"2,30"
CD SRR 001,DOMINGOS MARTINS,BAIRRO INEXISTENTE,MOTO,"2,20"
CD SRR 001,FUNDÃO,BAIRRO INEXISTENTE,MOTO,"2,20"
CD SRR 001,MARECHAL FLORIANO,BAIRRO INEXISTENTE,MOTO,"2,20"
CD SRR 001,SANTA LEOPOLDINA,BAIRRO INEXISTENTE,MOTO,"2,50"
CD SRR 001,SERRA,BAIRRO INEXISTENTE,MOTO,"2,20"
CD VIR 001,VITÓRIA,BAIRRO INEXISTENTE,MOTO,"2,20"
CD NVI 001,NOVA IGUAÇU,BAIRRO INEXISTENTE,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,KM 32,BIKE,"2,00"
CD NVI 001,QUEIMADOS,BAIRRO INEXISTENTE,BIKE,"2,00"
CD NVI 001,MESQUITA,BAIRRO INEXISTENTE,BIKE,"2,00"
CD NVI 001,JAPERI,BAIRRO INEXISTENTE,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,CABUCU,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,AERO CLUBE,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,ALVAREZ,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,BELMONTE,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,BELTERRA,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,CALIFORNIA,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,CAONZE,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,CENTRO,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,CHACRINHA,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,CHAVASCAL,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,COMENDADOR SOARES,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,COMENDADOR SORES,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,CONJUNTO RESIDENCIAL REDENCAO,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,DA LUZ,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,DANON,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,DOM RODRIGO,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,ESSOLANDIA,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,FLORES,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,FRATERNIDADE,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,IMPERADOR,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,IMPERIAL,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,INDEPENDENCIA,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,IOLANDA,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,JARDIM ALVORADA,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,JARDIM BELO HORIZONTE,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,JARDIM CANAA,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,JARDIM IDEAL,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,JARDIM IGUACU,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,JARDIM IMPERIO,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,JARDIM JASMIM,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,JARDIM LUMAR,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,JARDIM NATAL,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,JARDIM NOSSA SENHORA DAS GRACAS,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,JARDIM NOVA ERA,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,JARDIM PALMARES,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,JARDIM PERNAMBUCO,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,JARDIM PITORESCO,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,JARDIM SAO JOAO,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,JOANA D'ARC,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,LAFAIETE,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,MARCO II,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,MARIA DA LUZ,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,MARIA JOSE,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,METROPOLE,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,MOQUETA,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,NOSSA SENHORA DAS GRACAS,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,OURO PRETO,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,OURO VERDE,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,PALMEIRAS,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,PARQUE HORIZONTE,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,PARQUE RESIDENCIAL GUADALAJARA,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,PARQUE RODILAR,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,PARQUE SAO VICENTE DE PAULO,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,PIONEIRO,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,PRATA,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,RANCHO ALEGRE,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,RIACHAO,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,ROSA DOS VENTOS,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,SANTA CATARINA,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,SANTA EUFENIA,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,SANTA EUGENIA,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,SANTA LUCIA,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,SANTOS NEVES,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,SAO FRANCISCO XAVIER,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,SAO GERALDO,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,SAO JOSE,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,VILA AVELINA,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,VILA BANDEIRANTES,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,VILA BORGES,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,VILA FATIMA,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,VILA MARPIZA,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,VILA MARTINS,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,VILA NOVA,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,VILA SACRA FAMILIA,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,VILA SAO DOMINGOS,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,VILA SAO JORGE,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,VILA ZULMIRA,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,VISTA ALEGRE,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,AUSTIN,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,CACUIA,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,CARLOS SAMPAIO,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,INCONFIDENCIA,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,RODILANDIA,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,TINGUAZINHO,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,VILA GAUCHA,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,MIGUEL COUTO,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,GENECIANO,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,GRAMA,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,BOA ESPERANCA,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,PARQUE MARIA DA FONTE,BIKE,"2,00"
CD NVI 001,NOVA IGUAÇU,VILA GUIMARAES,BIKE,"2,00"
CD SJT 001,SÃO JOÃO DE MERITI,BAIRRO INEXISTENTE,BIKE,"2,00"
CD SJT 001,BELFORD ROXO,BAIRRO INEXISTENTE,BIKE,"2,00"
CD SJT 001,MESQUITA,BAIRRO INEXISTENTE,BIKE,"2,00"
CD SJT 001,NILÓPOLIS,BAIRRO INEXISTENTE,BIKE,"2,00"
CD SJT 001,RIO DE JANEIRO,BAIRRO INEXISTENTE,BIKE,"2,00"
CD DQC 002,MAGÉ,BAIRRO INEXISTENTE,BIKE,"2,00"
CD DQC 002,DUQUE DE CAXIAS,BAIRRO INEXISTENTE,BIKE,"2,00"
CD DQC 002,DUQUE DE CAXIAS,XEREM,BIKE,"2,00"
CD DQC 002,DUQUE DE CAXIAS,TAQUARA,BIKE,"2,00"
CD DQC 001,DUQUE DE CAXIAS,BAIRRO INEXISTENTE,BIKE,"2,00"
CD DQC 001,DUQUE DE CAXIAS,VILA LEOPOLDINA,BIKE,"2,00"
CD AST 001,QUEIMADOS,BAIRRO INEXISTENTE,BIKE,"2,00"
CD AST 001,NOVA IGUAÇU,AUSTIN,BIKE,"2,00"
CD AST 001,JAPERI,BAIRRO INEXISTENTE,BIKE,"2,00"
CD SGC 001,SÃO GONÇALO,BAIRRO INEXISTENTE,BIKE,"2,20"
CD SGC 001,MARICÁ,BAIRRO INEXISTENTE,BIKE,"2,20"
CD SGC 002,NITERÓI,BAIRRO INEXISTENTE,BIKE,"2,20"
CD ITB 001,ITABORAÍ,BAIRRO INEXISTENTE,BIKE,"2,20"
CD ITB 001,SILVA JARDIM,BAIRRO INEXISTENTE,BIKE,"2,20"
CD ITB 001,RIO BONITO,BAIRRO INEXISTENTE,BIKE,"2,20"
CD ITB 001,TANGUÁ,BAIRRO INEXISTENTE,BIKE,"2,20"
CD ITB 001,MAGÉ,BAIRRO INEXISTENTE,BIKE,"2,20"
CD ITB 001,GUAPIMIRIM,BAIRRO INEXISTENTE,BIKE,"2,20"
CD RIO 002,RIO DE JANEIRO,BAIRRO INEXISTENTE,BIKE,"2,20"
CD RIO 003,RIO DE JANEIRO,BAIRRO INEXISTENTE,BIKE,"2,20"
CD RIO 003,RIO DE JANEIRO,SAO CONRADO,BIKE,"2,20"
CD RIO 003,RIO DE JANEIRO,ROCINHA,BIKE,"2,20"
CD RIO 003,RIO DE JANEIRO,GAVEA,BIKE,"2,20"
CD RIO 003,RIO DE JANEIRO,CENTRO,BIKE,"2,20"
CD RIO 003,RIO DE JANEIRO,PAQUETA,BIKE,"3,50"
CD RIO 003,RIO DE JANEIRO,BOTAFOGO,BIKE,"2,20"
CD RIO 003,RIO DE JANEIRO,URCA,BIKE,"2,20"
CD RIO 003,RIO DE JANEIRO,HUMAITA,BIKE,"2,20"
CD RIO 003,RIO DE JANEIRO,COPACABANA,BIKE,"2,20"
CD RIO 003,RIO DE JANEIRO,LEME,BIKE,"2,20"
CD RIO 003,RIO DE JANEIRO,LEBLON,BIKE,"2,20"
CD RIO 003,RIO DE JANEIRO,LAGOA,BIKE,"2,20"
CD RIO 003,RIO DE JANEIRO,JARDIM BOTANICO,BIKE,"2,20"
CD RIO 003,RIO DE JANEIRO,LARANJEIRAS,BIKE,"2,20"
CD RIO 003,RIO DE JANEIRO,FLAMENGO,BIKE,"2,20"
CD RIO 003,RIO DE JANEIRO,VIDIGAL,BIKE,"2,20"
CD RIO 003,RIO DE JANEIRO,SAO CRISTOVAO,BIKE,"2,20"
CD RIO 003,RIO DE JANEIRO,CATETE,BIKE,"2,20"
CD RIO 003,RIO DE JANEIRO,TIJUCA,BIKE,"2,20"
CD RIO 003,RIO DE JANEIRO,MARACANA,BIKE,"2,20"
CD RIO 003,RIO DE JANEIRO,IPANEMA,BIKE,"2,20"
CD RIO 003,RIO DE JANEIRO,SAMPAIO,BIKE,"2,20"
CD RIO 003,RIO DE JANEIRO,RIACHUELO,BIKE,"2,20"
CD RIO 003,RIO DE JANEIRO,ROCHA,BIKE,"2,20"
CD RIO 003,RIO DE JANEIRO,ENGENHO NOVO,BIKE,"2,20"
CD RIO 003,RIO DE JANEIRO,SAO FRANCISCO XAVIER,BIKE,"2,20"
CD RIO 003,RIO DE JANEIRO,COSME VELHO,BIKE,"2,20"
CD RIO 003,RIO DE JANEIRO,GLORIA,BIKE,"2,20"
CD RIO 003,RIO DE JANEIRO,PRACA DA BANDEIRA,BIKE,"2,20"
CD RIO 009,RIO DE JANEIRO,BAIRRO INEXISTENTE,BIKE,"2,20"
CD RIO 009,RIO DE JANEIRO,PAQUETA,BIKE,"3,50"
CD RIO 010,RIO DE JANEIRO,BAIRRO INEXISTENTE,BIKE,"2,20"
CD RIO 008,RIO DE JANEIRO,BAIRRO INEXISTENTE,BIKE,"2,00"
CD RIO 008,RIO DE JANEIRO,CASCADURA,BIKE,"2,20"
CD RIO 008,RIO DE JANEIRO,MEIER,BIKE,"2,20"
CD RIO 008,RIO DE JANEIRO,ENGENHO NOVO,BIKE,"2,20"
CD RIO 008,RIO DE JANEIRO,LINS DE VASCONCELOS,BIKE,"2,20"
CD RIO 008,RIO DE JANEIRO,TODOS OS SANTOS,BIKE,"2,00"
CD RIO 008,RIO DE JANEIRO,QUINTINO BOCAIUVA,BIKE,"2,20"
CD RIO 008,RIO DE JANEIRO,TOMAS COELHO,BIKE,"2,20"
CD RIO 008,RIO DE JANEIRO,ENGENHEIRO LEAL,BIKE,"2,20"
CD RIO 008,RIO DE JANEIRO,CAVALCANTI,BIKE,"2,20"
CD RIO 008,RIO DE JANEIRO,ENCANTADO,BIKE,"2,20"
CD RIO 008,RIO DE JANEIRO,PIEDADE,BIKE,"2,20"
CD RIO 008,RIO DE JANEIRO,AGUA SANTA,BIKE,"2,20"
CD RIO 008,RIO DE JANEIRO,ENGENHO DE DENTRO,BIKE,"2,00"
CD RIO 008,RIO DE JANEIRO,ABOLICAO,BIKE,"2,20"
CD RIO 008,RIO DE JANEIRO,PILARES,BIKE,"2,20"
CD RIO 001,RIO DE JANEIRO,BAIRRO INEXISTENTE,BIKE,"2,00"
CD RIO 001,RIO DE JANEIRO,FREGUESIA (JACAREPAGUA),BIKE,"2,00"
CD RIO 001,RIO DE JANEIRO,PECHINCHA,BIKE,"2,00"
CD RIO 001,RIO DE JANEIRO,TAQUARA,BIKE,"2,00"
CD RIO 001,RIO DE JANEIRO,CURICICA,BIKE,"2,00"
CD RIO 001,RIO DE JANEIRO,ANIL,BIKE,"2,00"
CD RIO 001,RIO DE JANEIRO,GARDENIA AZUL,BIKE,"2,00"
CD RIO 001,RIO DE JANEIRO,ITANHANGA,BIKE,"2,00"
CD RIO 001,RIO DE JANEIRO,CIDADE DE DEUS,BIKE,"2,00"
CD RIO 004,RIO DE JANEIRO,BAIRRO INEXISTENTE,BIKE,"2,00"
CD RIO 004,RIO DE JANEIRO,GUARATIBA,BIKE,"2,00"
CD RIO 004,RIO DE JANEIRO,PEDRA DE GUARATIBA,BIKE,"2,00"
CD RIO 004,RIO DE JANEIRO,BARRA DE GUARATIBA,BIKE,"2,00"
CD RIO 004,RIO DE JANEIRO,ILHA DE GUARATIBA,BIKE,"2,00"
CD RIO 004,RIO DE JANEIRO,CAMPO GRANDE,BIKE,"2,00"
CD RIO 004,RIO DE JANEIRO,BANGU,BIKE,"2,00"
CD RIO 004,ITAGUAÍ,BAIRRO INEXISTENTE,BIKE,"2,00"
CD RIO 004,SEROPÉDICA,BAIRRO INEXISTENTE,BIKE,"2,00"
CD RIO 005,RIO DE JANEIRO,BAIRRO INEXISTENTE,BIKE,"2,00"
CD RIO 005,RIO DE JANEIRO,TURIACU,BIKE,"2,00"
CD RIO 005,RIO DE JANEIRO,HONORIO GURGEL,BIKE,"2,00"
CD RIO 005,RIO DE JANEIRO,MARECHAL HERMES,BIKE,"2,00"
CD RIO 005,RIO DE JANEIRO,BENTO RIBEIRO,BIKE,"2,00"
CD RIO 005,RIO DE JANEIRO,CAMPINHO,BIKE,"2,00"
CD RIO 005,RIO DE JANEIRO,PRACA SECA,BIKE,"2,00"
CD RIO 005,RIO DE JANEIRO,ACARI,BIKE,"2,00"
CD RIO 005,RIO DE JANEIRO,REALENGO,BIKE,"2,00"
CD RIO 006,RIO DE JANEIRO,BAIRRO INEXISTENTE,BIKE,"2,00"
CD RIO 006,RIO DE JANEIRO,SANTA CRUZ,BIKE,"2,00"
CD RIO 006,RIO DE JANEIRO,SEPETIBA,BIKE,"2,00"
CD RIO 006,SEROPÉDICA,BAIRRO INEXISTENTE,BIKE,"2,00"
CD RIO 006,ITAGUAÍ,BAIRRO INEXISTENTE,BIKE,"2,00"
CD RIO 006,RIO DE JANEIRO,CAMPO GRANDE,BIKE,"2,00"
CD RIO 007,RIO DE JANEIRO,BAIRRO INEXISTENTE,BIKE,"2,00"
CD RIO 007,RIO DE JANEIRO,BARRA DA TIJUCA,BIKE,"2,00"
CD RIO 007,RIO DE JANEIRO,RECREIO DOS BANDEIRANTES,BIKE,"2,00"
CD RIO 007,RIO DE JANEIRO,VARGEM GRANDE,BIKE,"2,00"
CD RIO 007,RIO DE JANEIRO,VARGEM PEQUENA,BIKE,"2,00"
CD RIO 007,RIO DE JANEIRO,CAMORIM,BIKE,"2,00"
CD RIO 007,RIO DE JANEIRO,BARRA DE GUARATIBA,BIKE,"2,00"
CD RIO 007,SEROPÉDICA,BAIRRO INEXISTENTE,BIKE,"2,00"
CD RIO 007,ITAGUAÍ,BAIRRO INEXISTENTE,BIKE,"2,00"
CD VTR 001,VOLTA REDONDA,BAIRRO INEXISTENTE,BIKE,"2,00"
CD VTR 001,BARRA MANSA,BAIRRO INEXISTENTE,BIKE,"2,00"
CD VTR 001,PORTO REAL,BAIRRO INEXISTENTE,BIKE,"2,00"
CD VTR 001,QUATIS,BAIRRO INEXISTENTE,BIKE,"2,00"
CD VTR 001,PINHEIRAL,BAIRRO INEXISTENTE,BIKE,"2,00"
CD VTR 001,RIO CLARO,BAIRRO INEXISTENTE,BIKE,"2,00"
CD VTR 001,BARRA DO PIRAÍ,BAIRRO INEXISTENTE,BIKE,"2,00"
CD BPR 001,BARRA DO PIRAÍ,BAIRRO INEXISTENTE,BIKE,"2,00"
CD BPR 001,VALENÇA,BAIRRO INEXISTENTE,BIKE,"2,00"
CD BPR 001,RIO DAS FLORES,BAIRRO INEXISTENTE,BIKE,"2,00"
CD BPR 001,PIRAÍ,BAIRRO INEXISTENTE,BIKE,"2,00"
CD BPR 001,VASSOURAS,BAIRRO INEXISTENTE,BIKE,"2,00"
CD BPR 001,MIGUEL PEREIRA,BAIRRO INEXISTENTE,BIKE,"2,00"
CD BPR 001,ENGENHEIRO PAULO DE FRONTIN,BAIRRO INEXISTENTE,BIKE,"2,00"
CD BPR 001,PARACAMBI,BAIRRO INEXISTENTE,BIKE,"2,00"
CD BPR 001,PATY DO ALFERES,BAIRRO INEXISTENTE,BIKE,"2,00"
CD BPR 001,MENDES,BAIRRO INEXISTENTE,BIKE,"2,00"
CD ADR 001,ANGRA DOS REIS,BAIRRO INEXISTENTE,BIKE,"2,00"
CD ADR 001,ANGRA DOS REIS,PARQUE MAMBUCABA (MAMBUCABA),BIKE,"2,00"
CD ADR 001,ANGRA DOS REIS,PRAIA BRAVA (MAMBUCABA),BIKE,"2,00"
CD ADR 001,ANGRA DOS REIS,PARQUE PEREQUE (MAMBUCABA),BIKE,"2,00"
CD ADR 001,ANGRA DOS REIS,MORRO DA BOA VISTA (MAMBUCABA),BIKE,"2,00"
CD ADR 001,ANGRA DOS REIS,VILA HISTORICA DE MAMBUCABA (MAMBUCABA),BIKE,"2,00"
CD ADR 001,ANGRA DOS REIS,PRAIA VERMELHA (MAMBUCABA),BIKE,"2,00"
CD ADR 001,MANGARATIBA,BAIRRO INEXISTENTE,BIKE,"2,00"
CD ADR 001,PARATY,BAIRRO INEXISTENTE,BIKE,"2,00"
CD RSD 001,RESENDE,BAIRRO INEXISTENTE,BIKE,"2,00"
CD RSD 001,ITATIAIA,BAIRRO INEXISTENTE,BIKE,"2,00"
CD NVF 001,NOVA FRIBURGO,BAIRRO INEXISTENTE,BIKE,"2,00"
CD NVF 001,BOM JARDIM,BAIRRO INEXISTENTE,BIKE,"2,00"
CD NVF 001,CARMO,BAIRRO INEXISTENTE,BIKE,"2,00"
CD NVF 001,SUMIDOURO,BAIRRO INEXISTENTE,BIKE,"2,00"
CD NVF 001,DUAS BARRAS,BAIRRO INEXISTENTE,BIKE,"2,00"
CD NVF 001,CACHOEIRAS DE MACACU,BAIRRO INEXISTENTE,BIKE,"2,00"
CD PTL 001,PETRÓPOLIS,QUITANDINHA,BIKE,"2,00"
CD PTL 001,PETRÓPOLIS,VALPARAISO,BIKE,"2,00"
CD PTL 001,PETRÓPOLIS,ALTO DA SERRA,BIKE,"2,00"
CD PTL 001,PETRÓPOLIS,CENTRO,BIKE,"2,00"
CD PTL 001,PETRÓPOLIS,BINGEN,BIKE,"2,00"
CD PTL 001,PETRÓPOLIS,MOSELA,BIKE,"2,00"
CD PTL 001,PETRÓPOLIS,RETIRO,BIKE,"2,00"
CD PTL 001,PETRÓPOLIS,ITAMARATI,BIKE,"2,00"
CD PTL 001,PETRÓPOLIS,CASCATINHA,BIKE,"2,00"
CD PTL 001,PETRÓPOLIS,CORREAS,BIKE,"2,00"
CD PTL 001,PETRÓPOLIS,NOGUEIRA,BIKE,"2,00"
CD PTL 001,PETRÓPOLIS,ARARAS,BIKE,"2,00"
CD PTL 001,PETRÓPOLIS,ITAIPAVA,BIKE,"2,00"
CD PTL 001,PETRÓPOLIS,POSSE,BIKE,"2,00"
CD PTL 001,PETRÓPOLIS,PEDRO DO RIO,BIKE,"2,00"
CD PTL 001,AREAL,BAIRRO INEXISTENTE,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,BAIRRO INEXISTENTE,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,INTERIOR,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,AGUA QUENTE,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,ALBUQUERQUE,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,ANDRADAS,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,BIQUINHA,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,BONSUCESSO,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,CAMPANHA,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,CAMPO LIMPO,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,COLONIA ALPINA,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,CORREGO DAS PEDRAS,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,CORREGO SUJO,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,CRUZEIRO,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,FAZENDA ALPINA,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,FAZENDA BOA FE,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,FAZENDA SUICA,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,FISCHER,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,GRANJA MAFRA,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,GREEN VALLEIY,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,IMBIU,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,MOTAS,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,NHUNGUACU,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,PARQUE BOA UNIAO,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,PESSEGUEIROS,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,PONTE NOVA,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,PRATA DOS AREDES,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,PROVIDENCIA,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,PRATES,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,SANTA ROSA,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,SEBASTIANA,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,SERRA DO CAPIM,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,SERRA DO PALMITAL,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,SERRINHA,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,TRES CORREGOS,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,VALE FELIZ,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,VALE DO IMBUI,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,VARGEM GRANDE,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,VENDA NOVA,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,VIEIRA,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,VISTA ALEGRE,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,XOTO,BIKE,"2,00"
CD TRS 001,SÃO JOSÉ DO VALE DO RIO PRETO,BAIRRO INEXISTENTE,BIKE,"2,00"
CD TRS 001,SAPUCAIA,BAIRRO INEXISTENTE,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,AGRIOES,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,ALTO,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,ARARAS,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,ARTISTAS,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,BARRA DO IMBUI,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,BARROSO,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,BAIRRO DOS FUNCIONÁRIOS,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,BOM RETIRO,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,CALEME,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,CARLOS GUINLE,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,CASCATA DO IMBUI,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,CASCATA DOS AMORES,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,CAXANGA,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,CASCATA GUARANI,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,CORTA VENTO,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,ERMITAGE,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,FAZENDA ERMITAGE,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,FAZENDINHA,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,FONTE SANTA,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,GOLFE,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,GRANJA FLORESTAL,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,GRANJA GUARANI,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,IUCAS,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,JARDIM CASCATA,BIKE,"2,00"
CD TRS 001,TERESÓPOLIS,JARDIM EUROPA,BIKE,"2,00"
